N,P,K,temperature,humidity,ph,rainfall,label
72.4,44.57,199.57,15.63,56.45,7.16,1302.25,"Pome fruit (apples, pears, etc.)"
119.56,54.2,161.28,26.6,50.69,7.27,1284.5,"Pome fruit (apples, pears, etc.)"
30.81,30.49,109.05,20.72,51.11,5.7,1844.46,"Pome fruit (apples, pears, etc.)"
83.0,36.35,72.34,30.03,78.73,5.01,1990.12,"Pome fruit (apples, pears, etc.)"
53.91,33.12,102.14,34.23,83.64,6.59,1241.4,"Pome fruit (apples, pears, etc.)"
59.43,36.75,105.59,32.25,77.25,6.02,1990.32,"Pome fruit (apples, pears, etc.)"
45.97,23.83,111.54,34.64,50.96,5.2,1012.17,"Pome fruit (apples, pears, etc.)"
118.87,37.17,154.93,32.28,76.82,5.22,722.8,"Pome fruit (apples, pears, etc.)"
53.3,59.8,172.26,18.41,65.16,5.35,1209.64,"Pome fruit (apples, pears, etc.)"
62.79,69.61,114.42,16.0,70.82,7.27,1054.23,"Pome fruit (apples, pears, etc.)"
103.66,40.84,139.57,25.05,84.97,6.42,1068.6,"Pome fruit (apples, pears, etc.)"
99.03,22.52,98.15,20.73,72.76,7.09,1330.72,"Pome fruit (apples, pears, etc.)"
71.25,23.27,195.81,20.91,55.19,7.08,1835.52,"Pome fruit (apples, pears, etc.)"
56.87,47.43,169.68,15.43,89.48,5.81,1219.65,"Pome fruit (apples, pears, etc.)"
34.55,22.35,75.63,21.42,86.86,6.29,988.62,"Pome fruit (apples, pears, etc.)"
70.6,33.25,147.36,25.14,65.14,6.72,1087.53,"Pome fruit (apples, pears, etc.)"
102.59,49.92,88.3,18.26,60.24,7.3,1735.12,"Pome fruit (apples, pears, etc.)"
117.5,57.22,188.02,22.11,74.8,5.98,1797.3,"Pome fruit (apples, pears, etc.)"
119.73,57.28,169.42,32.62,53.81,6.2,1598.75,"Pome fruit (apples, pears, etc.)"
84.45,47.02,114.01,19.41,86.9,6.84,1420.3,"Pome fruit (apples, pears, etc.)"
37.68,25.58,120.53,17.51,55.96,5.2,941.08,"Pome fruit (apples, pears, etc.)"
31.0,56.61,143.91,25.15,89.48,6.2,1804.48,"Pome fruit (apples, pears, etc.)"
47.04,33.24,105.99,34.81,86.3,6.12,1766.68,"Pome fruit (apples, pears, etc.)"
50.99,49.63,82.66,26.5,58.89,6.46,1143.01,"Pome fruit (apples, pears, etc.)"
80.29,28.06,130.91,21.33,55.76,6.25,707.64,"Pome fruit (apples, pears, etc.)"
68.46,36.16,136.02,24.68,55.38,5.7,1335.11,"Pome fruit (apples, pears, etc.)"
105.05,22.96,72.72,30.94,63.59,5.64,844.44,"Pome fruit (apples, pears, etc.)"
117.36,45.54,82.53,23.12,60.43,5.42,1967.88,"Pome fruit (apples, pears, etc.)"
70.06,54.56,185.8,19.11,55.12,5.65,1568.85,"Pome fruit (apples, pears, etc.)"
64.38,44.45,62.84,15.09,66.28,5.38,1686.65,"Pome fruit (apples, pears, etc.)"
115.62,66.28,125.18,20.74,69.35,5.26,1915.9,"Pome fruit (apples, pears, etc.)"
90.42,34.33,166.3,19.9,80.06,6.0,1795.89,"Pome fruit (apples, pears, etc.)"
119.08,36.01,137.16,19.76,82.01,6.23,1975.69,"Pome fruit (apples, pears, etc.)"
109.82,33.63,76.73,27.4,62.72,5.63,1317.68,"Pome fruit (apples, pears, etc.)"
78.44,46.88,101.19,18.11,57.35,6.8,1202.07,"Pome fruit (apples, pears, etc.)"
72.24,68.84,188.51,16.3,81.91,5.62,1583.45,"Pome fruit (apples, pears, etc.)"
45.6,27.27,191.49,26.17,63.99,7.23,934.75,"Pome fruit (apples, pears, etc.)"
35.75,39.74,159.02,28.24,68.95,6.28,1294.2,"Pome fruit (apples, pears, etc.)"
63.71,24.15,82.09,29.49,82.4,5.99,993.91,"Pome fruit (apples, pears, etc.)"
84.69,21.09,139.73,24.38,67.68,5.0,1914.3,"Pome fruit (apples, pears, etc.)"
45.6,25.65,114.02,30.58,80.6,6.28,1323.79,"Pome fruit (apples, pears, etc.)"
70.97,21.26,98.9,22.78,72.18,6.65,1981.46,"Pome fruit (apples, pears, etc.)"
75.66,53.6,194.49,20.57,68.15,6.8,1347.75,"Pome fruit (apples, pears, etc.)"
110.39,48.3,189.13,17.97,82.14,5.53,573.68,"Pome fruit (apples, pears, etc.)"
40.05,49.04,100.72,17.88,75.16,6.22,1070.8,"Pome fruit (apples, pears, etc.)"
78.21,63.07,161.46,24.9,82.9,7.16,1064.43,"Pome fruit (apples, pears, etc.)"
43.48,25.75,149.44,33.73,51.54,6.24,791.37,"Pome fruit (apples, pears, etc.)"
77.84,62.83,170.17,34.43,69.38,6.66,1847.77,"Pome fruit (apples, pears, etc.)"
92.79,68.21,94.38,17.7,55.97,7.13,579.26,"Pome fruit (apples, pears, etc.)"
102.89,43.21,156.77,29.91,66.98,5.37,1425.47,"Pome fruit (apples, pears, etc.)"
116.09,21.28,91.77,32.49,52.79,5.03,1816.71,"Pome fruit (apples, pears, etc.)"
99.13,32.69,195.3,29.25,54.76,6.15,1797.6,"Pome fruit (apples, pears, etc.)"
90.1,49.29,118.38,19.96,74.54,5.38,1714.87,"Pome fruit (apples, pears, etc.)"
48.86,26.03,70.08,31.3,68.71,6.0,1281.78,"Pome fruit (apples, pears, etc.)"
82.86,64.04,108.13,18.74,84.76,6.2,1369.25,"Pome fruit (apples, pears, etc.)"
44.23,63.11,191.37,23.95,50.81,5.07,953.45,"Pome fruit (apples, pears, etc.)"
74.26,41.64,139.64,20.15,58.39,7.44,920.89,"Pome fruit (apples, pears, etc.)"
115.19,48.58,69.8,26.9,89.42,7.1,955.32,"Pome fruit (apples, pears, etc.)"
38.6,43.02,73.82,20.95,86.72,6.63,1675.16,"Pome fruit (apples, pears, etc.)"
78.65,28.41,81.06,30.32,67.17,6.25,768.37,"Pome fruit (apples, pears, etc.)"
62.55,26.61,88.63,32.78,78.67,7.13,1811.26,"Pome fruit (apples, pears, etc.)"
83.06,35.21,128.96,15.38,82.69,7.01,1262.5,"Pome fruit (apples, pears, etc.)"
63.98,28.63,70.58,21.5,87.5,5.17,1923.71,"Pome fruit (apples, pears, etc.)"
77.58,42.04,77.21,16.43,71.78,6.5,1151.14,"Pome fruit (apples, pears, etc.)"
55.86,20.66,97.33,29.3,74.24,5.4,1690.16,"Pome fruit (apples, pears, etc.)"
43.36,59.77,131.77,29.34,53.32,6.85,1582.19,Pomegranate
45.77,26.88,164.82,23.32,75.91,5.02,775.47,Pomegranate
97.13,29.94,71.24,18.5,83.3,5.87,1295.11,Pomegranate
81.97,38.63,73.12,20.14,56.31,7.27,1610.13,Pomegranate
104.07,60.61,60.3,29.98,69.28,6.94,1939.76,Pomegranate
62.19,50.24,102.64,32.88,60.16,5.88,1831.92,Pomegranate
39.08,44.7,141.38,26.58,54.8,5.1,1124.96,Pomegranate
70.85,67.13,165.79,26.97,58.4,7.25,790.29,Pomegranate
115.26,67.3,196.9,20.66,55.5,6.57,1134.25,Pomegranate
64.96,47.82,156.52,21.64,63.4,6.53,606.97,Pomegranate
93.0,59.95,183.17,30.08,70.27,7.18,1236.48,Pomegranate
100.84,23.18,159.27,16.68,51.11,6.26,679.17,Pomegranate
59.26,58.71,137.04,29.67,81.34,6.2,1978.46,Pomegranate
48.19,24.25,104.59,30.25,53.85,6.17,1357.01,Pomegranate
102.72,62.29,93.45,20.48,77.36,7.15,752.54,Pomegranate
95.04,31.88,85.29,21.75,81.79,6.86,1218.05,Pomegranate
94.28,40.29,89.47,31.86,52.15,7.25,1683.31,Pomegranate
95.12,48.46,173.4,15.56,73.64,5.65,1458.9,Pomegranate
90.73,30.74,81.67,26.75,87.62,6.66,1226.24,Pomegranate
114.19,60.95,162.59,23.75,69.66,5.66,1725.32,Pomegranate
55.62,55.19,182.49,26.04,56.26,5.06,1509.86,Pomegranate
50.22,21.95,108.06,26.64,72.06,5.42,1405.98,Pomegranate
66.97,43.88,182.42,16.57,71.11,5.43,774.16,Pomegranate
84.94,53.49,144.87,33.47,81.79,5.5,1453.8,Pomegranate
85.83,52.33,120.07,33.95,68.55,6.97,1221.96,Pomegranate
100.87,39.78,60.11,25.0,71.92,5.29,1497.78,Pomegranate
106.84,63.42,112.77,23.2,84.34,7.5,578.91,Pomegranate
35.56,22.71,124.75,30.69,53.75,6.72,756.74,Pomegranate
32.97,49.78,143.14,20.67,62.89,5.88,1893.85,Pomegranate
107.97,46.38,194.88,26.63,54.06,6.22,1841.78,Pomegranate
89.64,67.63,134.32,33.24,80.66,7.06,1987.18,Pomegranate
57.2,51.4,95.9,32.08,73.44,5.44,1131.87,Pomegranate
46.36,42.9,70.86,34.31,73.86,7.48,760.65,Pomegranate
64.6,66.56,156.88,16.4,85.33,5.47,892.72,Pomegranate
95.86,55.53,152.48,15.11,59.98,5.86,1100.5,Pomegranate
36.65,53.77,184.77,34.79,81.92,5.51,1266.93,Pomegranate
112.42,23.33,91.97,20.29,74.38,7.38,1223.88,Pomegranate
80.75,51.99,179.21,20.73,75.05,7.31,1908.4,Pomegranate
64.44,25.59,189.41,33.42,53.89,5.2,777.71,Pomegranate
88.22,35.13,93.63,30.99,59.76,7.4,1157.66,Pomegranate
68.03,67.18,76.82,17.3,67.34,6.47,1262.1,Pomegranate
115.94,69.66,65.72,18.31,72.15,7.38,919.86,Pomegranate
63.04,31.55,195.44,18.08,72.58,5.06,1402.51,Pomegranate
65.32,48.28,71.24,16.82,53.69,7.09,1586.27,Pomegranate
41.55,35.8,121.1,16.97,83.6,5.91,1505.74,Pomegranate
87.78,65.72,163.87,15.69,56.2,6.11,639.53,Pomegranate
65.26,68.87,88.77,29.09,60.4,5.09,647.61,Pomegranate
39.35,34.95,194.48,27.41,54.92,5.18,1956.16,Pomegranate
45.42,33.52,177.84,26.1,59.07,6.66,1057.29,Pomegranate
82.34,24.84,183.23,26.91,50.17,6.4,1043.11,Pomegranate
111.5,26.93,106.72,30.29,59.01,5.78,1656.86,Pomegranate
94.11,37.98,125.44,26.05,85.52,6.65,1388.75,Pomegranate
102.98,35.22,122.16,28.73,66.16,6.2,740.58,Pomegranate
84.9,52.01,179.87,16.71,85.98,5.21,1617.95,Pomegranate
83.01,40.3,189.29,24.13,50.99,6.3,1298.69,Pomegranate
96.99,37.91,70.35,21.99,74.1,6.36,1770.49,Pomegranate
54.32,48.46,196.58,21.27,67.44,7.49,716.61,Pomegranate
81.62,38.52,66.46,30.22,57.95,7.23,1126.77,Pomegranate
43.02,32.3,176.6,22.48,60.25,5.62,1374.78,Pomegranate
53.11,66.77,66.91,18.12,67.16,5.52,1667.93,Pomegranate
112.49,50.01,179.56,31.01,56.35,5.2,1443.55,Pomegranate
118.43,61.6,146.28,17.22,81.19,6.71,1900.82,Pomegranate
93.85,25.18,145.29,23.08,66.86,6.58,1849.5,Pomegranate
98.38,21.12,80.58,22.26,77.39,6.59,1255.53,Pomegranate
68.71,59.48,73.4,26.9,82.34,5.68,803.38,Pomegranate
90.61,28.78,128.35,33.46,52.43,7.27,785.55,Pomegranate
73.41,26.61,159.38,34.96,62.08,7.31,1594.95,Pomegranate
116.89,53.59,155.48,33.87,79.1,7.12,926.86,Pomegranate
45.2,52.0,95.37,23.6,84.22,6.58,1915.82,Pomegranate
61.92,34.03,89.92,34.53,67.19,7.3,1017.36,Pomegranate
55.9,58.54,146.53,25.49,67.61,6.17,1751.67,Pomegranate
43.78,22.55,60.83,24.9,82.72,6.68,1985.67,Pomegranate
84.9,45.45,141.43,32.64,50.59,6.17,1116.76,Pomegranate
115.8,29.36,63.58,27.63,75.0,5.8,1309.63,Pomegranate
83.7,37.65,118.87,17.84,80.84,5.97,1468.25,Pomegranate
68.4,28.11,158.09,23.35,57.41,7.33,1839.98,Pomegranate
95.44,48.8,147.53,22.2,60.52,6.48,1610.01,Pomegranate
74.56,64.78,114.38,22.53,67.02,6.76,541.18,Pomegranate
61.84,57.15,137.67,21.2,76.27,7.25,1257.69,Pomegranate
96.53,29.92,126.22,20.83,89.71,5.55,1921.12,Pomegranate
66.78,44.92,133.34,19.84,59.56,5.94,1617.8,Pomegranate
93.07,69.88,72.37,30.19,57.8,6.28,794.57,Pomegranate
114.25,45.36,125.73,21.15,67.96,5.28,1526.28,Pomegranate
81.36,24.98,74.33,20.86,68.92,5.56,697.0,Pomegranate
38.67,35.26,148.15,28.57,61.31,6.1,1442.69,Pomegranate
62.4,68.93,156.98,26.57,69.92,6.23,937.59,Pomegranate
36.95,61.9,186.76,34.49,66.16,7.37,1553.54,Pomegranate
67.99,65.93,195.59,25.68,81.19,6.94,1413.25,Pomegranate
68.05,26.72,199.71,16.43,55.39,5.94,1097.82,Pomegranate
54.04,23.9,185.92,25.27,88.79,7.19,1241.02,Pomegranate
64.94,32.75,199.03,27.1,83.63,7.46,835.92,Pomegranate
113.24,59.72,123.65,33.98,73.6,5.98,739.86,Pomegranate
95.51,58.7,88.97,22.44,52.2,6.39,1400.1,Pomegranate
106.34,21.31,76.75,15.63,87.78,6.28,869.0,Pomegranate
31.72,24.83,160.82,24.61,79.38,5.66,1159.32,Pomegranate
86.15,30.62,100.25,17.83,78.47,6.46,1167.01,Pomegranate
81.06,28.49,173.8,30.11,57.28,7.21,1090.96,Pomegranate
71.73,46.56,171.01,18.28,60.6,7.34,1906.7,Pomegranate
102.81,28.42,143.3,23.92,53.23,5.19,1785.26,Pomegranate
38.14,33.57,81.1,26.5,80.4,5.66,1673.07,Pomegranate
57.5,41.4,78.86,22.72,89.24,6.97,485.18,Potato
136.64,60.88,112.67,30.58,80.51,6.96,480.84,Potato
52.8,71.94,148.82,28.89,80.63,7.31,637.97,Potato
75.02,34.21,56.87,23.21,69.93,5.73,843.17,Potato
76.34,47.37,121.6,20.28,77.4,6.52,697.29,Potato
80.96,21.42,163.4,31.43,55.24,6.08,1062.23,Potato
110.87,38.74,143.93,30.59,58.79,6.86,1030.78,Potato
49.53,76.07,193.49,27.46,70.62,6.71,883.59,Potato
55.41,37.69,56.14,21.3,79.8,7.27,634.15,Potato
101.61,55.69,115.61,26.8,56.03,5.65,613.23,Potato
136.93,77.19,141.29,24.84,75.33,6.36,559.55,Potato
40.56,21.15,195.55,27.66,77.61,7.19,846.24,Potato
106.76,67.41,60.03,18.19,72.24,5.69,893.48,Potato
123.22,70.26,91.73,18.45,88.35,7.32,582.16,Potato
129.42,72.86,94.09,21.17,87.28,6.98,855.78,Potato
135.29,71.89,51.96,23.48,85.83,5.72,365.0,Potato
125.91,66.64,66.75,18.08,83.3,5.92,429.58,Potato
130.76,68.3,104.61,25.64,67.22,6.05,1188.12,Potato
94.56,58.25,105.32,23.51,61.51,6.36,865.03,Potato
121.21,68.14,41.83,24.09,64.93,6.71,1093.51,Potato
117.5,39.84,158.27,16.72,55.13,5.95,659.77,Potato
91.07,43.87,140.45,17.11,70.86,6.04,628.18,Potato
90.89,27.96,102.12,27.93,61.1,7.03,507.82,Potato
115.42,31.66,192.19,17.61,89.99,5.96,939.18,Potato
70.51,24.93,43.98,17.5,66.32,6.66,730.67,Potato
103.05,25.75,148.23,28.35,59.23,7.08,525.0,Potato
84.41,68.35,149.96,23.56,64.79,6.63,767.8,Potato
137.14,69.57,58.63,22.01,73.49,6.91,459.63,Potato
123.08,57.8,50.79,16.0,77.45,7.01,579.37,Potato
56.2,33.19,102.76,25.74,57.51,7.08,523.99,Potato
120.96,75.44,66.27,30.6,78.21,7.27,612.13,Potato
126.37,48.61,70.35,31.94,87.92,5.75,710.58,Potato
138.62,52.91,119.53,18.32,66.78,6.5,942.65,Potato
85.0,58.1,56.24,27.98,50.13,6.78,1043.68,Potato
116.68,28.84,175.08,16.35,52.65,7.15,464.27,Potato
84.71,76.2,73.43,28.27,73.38,6.31,713.31,Potato
81.03,69.64,170.24,21.35,77.89,6.56,973.4,Potato
45.0,40.16,93.73,25.15,58.31,6.56,1181.87,Potato
44.35,50.21,62.13,24.9,59.63,7.31,586.19,Potato
135.83,20.25,173.14,19.45,58.06,7.27,573.94,Potato
98.39,64.21,107.07,16.72,86.89,6.8,1103.16,Potato
116.77,66.44,134.38,15.11,85.31,7.16,954.31,Potato
127.82,31.05,85.1,17.67,75.86,6.38,392.38,Potato
97.56,40.34,118.48,19.44,56.45,6.4,503.53,Potato
80.5,42.94,190.47,18.18,61.46,7.08,566.28,Potato
88.03,65.72,40.7,31.26,68.51,7.02,1128.73,Potato
127.68,33.22,128.83,21.98,71.29,7.06,619.03,Potato
87.72,56.48,83.29,25.31,55.96,6.74,428.91,Potato
117.57,31.64,143.38,24.88,67.01,6.79,1061.86,Potato
52.02,60.59,105.62,26.46,85.0,6.81,443.84,Potato
81.61,52.97,60.3,25.94,78.53,7.03,407.91,Potato
110.51,41.97,73.8,23.91,72.91,6.41,1056.76,Potato
55.58,44.43,82.72,15.83,63.56,6.94,770.92,Potato
81.87,48.48,90.0,17.08,73.62,7.13,1010.15,Potato
63.33,46.06,128.34,28.64,57.86,5.76,1138.46,Potato
54.57,79.35,135.84,23.48,57.56,7.22,454.95,Potato
80.13,22.88,43.61,27.4,58.31,6.7,951.06,Potato
89.18,59.39,78.58,28.9,58.25,6.68,1052.28,Potato
119.32,23.08,98.75,29.49,84.04,6.77,397.68,Potato
80.43,77.67,57.05,28.62,66.71,6.99,348.88,Potato
41.03,38.04,179.23,26.56,74.47,7.5,612.57,Potato
125.03,26.58,67.32,23.13,88.38,6.91,401.28,Potato
135.49,65.94,157.86,24.38,65.74,5.72,857.81,Potato
52.77,55.4,126.34,25.14,83.07,6.32,692.94,Potato
46.0,37.26,52.96,17.41,67.07,6.31,1142.27,Potato
51.93,28.96,160.14,15.38,76.04,7.0,866.09,Potato
68.78,26.22,199.07,29.61,79.23,5.87,687.82,Potato
110.98,26.09,193.17,31.24,56.02,5.89,627.67,Potato
85.07,46.44,150.11,22.99,57.37,6.02,670.08,Potato
91.93,75.38,55.39,28.67,62.43,6.95,532.43,Potato
78.51,46.6,160.12,17.83,63.86,6.56,891.83,Potato
47.61,25.68,154.96,21.22,56.62,6.03,838.39,Potato
135.33,63.91,167.53,25.34,64.85,7.42,373.15,Potato
120.86,35.5,137.26,31.7,83.69,7.2,1040.76,Potato
85.38,43.58,122.97,19.85,69.13,5.75,1103.28,Potato
113.57,23.72,145.59,27.9,84.46,6.16,867.66,Potato
67.61,70.93,180.03,16.3,61.4,5.71,658.88,Potato
40.51,66.97,109.03,24.08,79.7,6.92,583.2,Potato
118.28,58.45,74.91,15.5,80.25,5.83,401.35,Potato
82.04,75.3,154.9,28.57,60.8,7.17,673.84,Potato
137.94,54.19,137.0,30.56,87.94,5.54,509.21,Potato
101.42,20.22,90.8,18.34,70.94,6.69,470.11,Potato
93.64,43.8,198.55,16.11,83.63,7.5,787.43,Potato
108.06,27.68,96.13,18.09,73.33,7.38,326.63,Potato
89.44,63.41,108.9,24.16,68.12,6.69,361.72,Potato
94.68,50.71,69.1,24.09,68.53,6.69,807.44,Potato
80.46,66.87,97.19,23.07,67.06,6.47,1020.16,Potato
110.97,22.53,119.13,17.12,79.17,7.47,856.92,Potato
77.99,24.34,93.21,23.93,85.23,6.53,1185.99,Potato
76.92,20.03,140.58,18.73,59.75,5.53,778.33,Potato
64.75,79.66,173.71,27.26,64.16,5.64,902.05,Potato
42.23,46.5,48.44,24.52,72.38,6.56,943.13,Potato
62.82,34.53,106.59,26.95,54.67,7.27,526.99,Potato
52.79,55.94,84.09,21.95,52.44,6.43,573.33,Potato
56.98,43.18,163.21,27.98,64.42,7.45,413.3,Potato
125.48,78.74,131.67,16.02,86.84,6.37,454.7,Potato
129.14,45.61,119.9,24.71,86.26,6.51,1099.38,Potato
57.02,57.0,124.08,20.53,58.5,5.64,535.56,Potato
108.06,36.69,156.5,29.88,77.77,7.11,815.89,Potato
134.66,65.78,91.63,27.3,76.87,7.0,587.43,Potato
45.67,36.41,78.54,23.04,59.47,6.6,730.76,Pulses (misc)
12.72,38.61,52.96,21.79,41.49,7.01,651.71,Pulses (misc)
58.67,25.76,50.94,22.26,47.76,6.45,524.85,Pulses (misc)
64.13,13.55,58.62,18.53,41.72,6.49,514.31,Pulses (misc)
23.29,36.59,38.28,24.56,79.76,6.46,671.28,Pulses (misc)
62.26,18.13,23.45,29.08,51.56,6.58,548.85,Pulses (misc)
12.73,35.54,71.8,30.2,47.3,7.76,696.89,Pulses (misc)
51.51,31.67,65.36,23.83,63.36,7.05,304.69,Pulses (misc)
10.68,24.12,53.51,27.9,70.11,7.05,470.64,Pulses (misc)
53.35,17.79,69.05,23.93,75.8,6.23,723.28,Pulses (misc)
40.05,13.82,53.54,20.97,51.69,6.82,518.62,Pulses (misc)
37.21,21.91,21.02,23.14,55.74,7.07,588.55,Pulses (misc)
22.08,27.64,22.1,22.67,64.8,7.12,408.25,Pulses (misc)
33.74,23.73,44.69,27.6,69.61,6.07,747.16,Pulses (misc)
71.5,37.42,23.36,30.37,46.55,6.61,529.0,Pulses (misc)
30.93,18.84,30.16,27.23,63.22,7.1,612.81,Pulses (misc)
25.46,27.59,59.22,18.73,79.51,7.04,683.0,Pulses (misc)
49.88,30.72,59.41,29.19,46.46,6.29,431.75,Pulses (misc)
77.44,20.71,38.97,21.21,59.26,7.63,704.51,Pulses (misc)
23.14,35.12,76.73,27.98,63.74,7.21,741.59,Pulses (misc)
70.16,29.76,51.89,20.55,54.97,6.15,737.12,Pulses (misc)
79.46,12.88,46.41,27.8,41.2,6.79,776.87,Pulses (misc)
30.52,29.79,56.44,27.8,49.61,6.3,310.15,Pulses (misc)
43.62,15.61,59.07,25.69,73.35,7.44,516.73,Pulses (misc)
30.74,12.47,65.38,24.95,53.45,7.27,464.46,Pulses (misc)
43.46,23.08,36.21,29.07,68.29,6.94,714.75,Pulses (misc)
16.26,22.89,56.01,23.51,68.56,6.94,529.73,Pulses (misc)
39.07,31.49,23.95,29.73,42.29,6.24,786.13,Pulses (misc)
36.21,23.78,42.37,19.3,64.34,7.24,413.96,Pulses (misc)
62.65,12.99,66.49,27.82,76.48,7.46,806.7,Pulses (misc)
77.04,35.33,67.78,20.75,70.2,7.14,876.94,Pulses (misc)
60.4,17.79,29.85,21.94,59.21,7.17,429.06,Pulses (misc)
26.3,19.06,68.44,23.12,43.14,6.98,303.57,Pulses (misc)
57.16,35.26,29.98,29.82,67.16,6.18,436.74,Pulses (misc)
25.91,16.17,40.07,30.71,48.97,7.67,629.8,Pulses (misc)
46.19,30.21,68.34,31.41,40.11,6.72,407.42,Pulses (misc)
20.62,14.41,62.59,18.72,73.47,7.35,545.56,Pulses (misc)
39.78,30.35,20.65,23.42,47.21,6.33,630.35,Pulses (misc)
27.22,21.26,63.04,26.69,53.2,6.09,316.0,Pulses (misc)
44.13,22.65,67.79,19.15,74.0,6.38,510.44,Pulses (misc)
70.19,35.13,50.89,19.14,63.62,7.37,457.39,Pulses (misc)
22.81,24.91,64.96,25.07,49.58,7.56,823.2,Pulses (misc)
56.08,12.23,33.93,26.66,71.25,6.85,482.43,Pulses (misc)
71.92,21.44,74.97,25.45,64.57,6.22,460.55,Pulses (misc)
78.23,31.56,48.62,25.3,43.51,7.41,342.82,Pulses (misc)
37.09,22.32,56.19,23.82,78.43,7.44,875.6,Pulses (misc)
46.31,19.07,78.88,19.14,77.08,6.17,784.14,Pulses (misc)
64.6,29.79,66.95,19.23,54.94,6.61,888.92,Pulses (misc)
43.08,11.49,35.56,29.82,75.67,7.67,386.47,Pulses (misc)
58.17,22.07,64.13,29.54,50.45,6.9,496.37,Pulses (misc)
41.91,18.72,40.38,21.81,51.94,7.04,660.17,Pulses (misc)
74.45,21.72,59.45,31.52,58.65,7.4,881.85,Pulses (misc)
65.28,12.42,31.59,22.13,67.45,7.21,382.29,Pulses (misc)
41.45,22.65,61.39,21.65,49.51,7.07,349.7,Pulses (misc)
56.82,23.18,52.18,29.23,47.24,6.38,840.65,Pulses (misc)
61.87,17.88,63.24,24.4,64.69,7.42,326.85,Pulses (misc)
52.78,20.15,50.97,23.09,77.64,7.07,807.96,Pulses (misc)
27.97,20.94,67.22,21.28,80.0,7.19,838.09,Pulses (misc)
17.32,22.41,40.16,31.59,45.79,7.35,678.51,Pulses (misc)
69.6,39.32,68.35,21.53,73.37,6.95,691.99,Pulses (misc)
29.63,34.48,46.67,29.32,57.09,7.11,361.8,Pulses (misc)
16.47,38.59,63.56,20.42,63.91,7.41,659.23,Pulses (misc)
41.39,35.06,23.05,26.87,58.92,7.17,474.27,Pulses (misc)
21.37,39.23,71.85,30.73,70.75,6.12,676.75,Pulses (misc)
36.7,20.03,34.95,20.53,45.58,6.22,726.94,Pulses (misc)
75.13,21.41,26.36,21.1,69.88,6.63,697.69,Pulses (misc)
24.39,32.7,59.31,21.11,77.28,6.94,431.92,Pulses (misc)
49.67,22.46,75.03,22.34,75.45,7.34,707.94,Pulses (misc)
22.87,12.58,71.87,25.99,78.61,6.93,654.83,Pulses (misc)
79.8,31.48,41.6,29.59,51.82,6.95,442.77,Pulses (misc)
79.63,38.04,72.43,23.62,69.14,6.47,534.0,Pulses (misc)
66.32,11.69,22.97,27.26,70.98,6.69,704.81,Pulses (misc)
73.21,13.0,69.83,26.14,56.89,6.09,530.45,Pulses (misc)
65.57,26.26,30.58,21.25,73.9,6.78,357.29,Pulses (misc)
78.13,17.6,67.79,18.18,50.26,6.61,815.66,Pulses (misc)
62.36,19.24,67.25,29.34,60.48,6.91,605.71,Pulses (misc)
21.72,34.38,62.88,29.89,72.63,7.41,768.23,Pulses (misc)
76.11,28.16,69.68,29.22,50.81,7.02,737.81,Pulses (misc)
17.24,25.92,20.17,21.36,59.45,6.55,762.65,Pulses (misc)
54.62,18.03,21.02,21.57,60.76,7.37,662.02,Pulses (misc)
13.91,24.0,77.57,30.66,69.7,6.51,313.3,Pulses (misc)
41.95,21.23,60.55,18.99,76.94,7.32,882.6,Pulses (misc)
70.57,22.91,59.75,29.84,48.16,6.02,484.55,Pulses (misc)
40.62,28.74,35.81,24.19,65.95,7.48,436.16,Pulses (misc)
65.99,38.18,44.57,25.73,40.4,7.28,823.21,Pulses (misc)
11.4,35.31,28.94,29.79,61.68,6.67,864.76,Pulses (misc)
52.87,11.16,65.96,20.55,76.93,6.3,592.59,Pulses (misc)
46.58,26.91,52.0,24.15,68.51,6.28,772.36,Pulses (misc)
12.62,35.26,64.99,29.14,51.88,7.53,714.69,Pulses (misc)
77.8,10.6,67.43,26.73,79.56,6.8,467.79,Pulses (misc)
71.58,19.77,62.17,22.65,77.83,6.95,491.87,Pulses (misc)
67.57,11.87,25.63,29.71,52.94,6.32,652.29,Pulses (misc)
27.82,39.62,69.24,30.45,73.34,7.59,502.79,Pulses (misc)
57.14,37.21,61.16,31.96,74.62,6.13,601.0,Pulses (misc)
29.29,36.25,76.23,25.93,42.33,6.62,413.15,Pulses (misc)
47.05,39.55,40.6,28.28,73.24,7.49,389.72,Pulses (misc)
26.62,16.7,37.84,18.66,61.58,7.33,456.49,Pulses (misc)
54.79,26.37,25.95,21.36,49.66,6.88,676.71,Pulses (misc)
31.1,13.81,36.15,18.56,69.95,7.26,702.4,Pulses (misc)
53.24,18.93,26.93,26.39,69.3,7.46,735.92,Pulses (misc)
105.87,69.46,161.88,31.06,50.24,5.79,821.78,Pumpkin
80.11,40.43,159.35,24.11,71.06,5.6,715.17,Pumpkin
100.8,36.81,78.24,24.36,86.48,5.73,578.2,Pumpkin
45.81,39.52,151.17,20.42,65.94,7.37,612.37,Pumpkin
93.96,76.02,121.36,17.89,55.72,7.3,1097.07,Pumpkin
65.1,57.39,66.64,18.94,86.83,6.3,487.67,Pumpkin
92.41,71.06,173.27,26.25,82.54,7.06,1167.29,Pumpkin
105.58,55.87,184.91,21.15,69.72,7.22,1181.07,Pumpkin
